id,name,university,domain,depts,field,url
53544,Ilan B Yaacov,University of California Santa Barbara,ucsb.edu,"Electrical Engineering</li><li>Electrical Engineering and Computer Sciences</li><li>Electrical Engineering (Communication Theory and Systems)</li><li>Electrical Engineering (Electronic Circuits and Systems)</li><li>Electrical Engineering (Signal and Image Processing)</li><li>Electrical Engineering (Photonics)</li><li>Electrical and Computer Engineering</li><li>Computer Engineering</li><li>Electrical Engineering (Applied Physics)</li><li>Electrical and Systems Engineering</li><li>Electrical Engineering (Electrical Circuits and Systems)</li><li>Electrical Engineering (VLSI Design)</li><li>Electrical Engineering (Intelligent Systems, Robotics and Controls)",Electrical and Computer Engineering,http://www.ece.ucsb.edu/~ilan/BEN-YAACOV_RESUME.pdf
9734,Philip Ulinksi,University of Chicago,uchicago.edu,Neuroscience</li><li>Neurobiology</li><li>Neuroscience and Cognitive Science</li><li>Neurobiology and Behavior</li><li>Computational Neuroscience</li><li>Cell and Neurobiology,Neuroscience and Neurobiology,http://www.press.uchicago.edu/ucp/books/author/U/P/au5850569.html
26008,Donald Manildi,University of Maryland College Park,umd.edu,Music</li><li>Music and Performing Arts Professions</li><li>Music Education</li><li>Musicology</li><li>Music Theory</li><li>Ethnomusicology</li><li>Music Studies</li><li>Music (Historical Musicology)</li><li>Music (History and Literature),Music,http://www.lib.umd.edu/ipam/manildi-bio
15538,Ann Nardulli,University of Illinois at Urbana-Champaign,illinois.edu,"Biochemistry</li><li>Integrated Life Sciences</li><li>Molecular and Cell Biology</li><li>Biological Sciences</li><li>Molecular Biology</li><li>Genetics and Molecular Biology</li><li>Biophysics</li><li>Biochemistry, Biophysics and Molecular Biology</li><li>Biochemistry, Molecular Biology and Biophysics</li><li>Molecular, Cellular, Developmental Biology and Genetics</li><li>Comparative Pathology</li><li>Genetics, Development and Cell Biology</li><li>Biochemistry and Biophysics</li><li>Genetic, Molecular and Cell Biology</li><li>Molecular Cancer Biology</li><li>Molecular, Cellular and Developmental Biology</li><li>Chemical Physics</li><li>Molecular and Cellular Biology</li><li>Biochemistry-ALS</li><li>Biochemistry and Molecular Biology</li><li>Comparative and Molecular Biosciences</li><li>Comparative Pathobiology</li><li>Roswell Park . Cellular and Molecular Biology</li><li>Molecular, Cell, and Dev Biology","Biochemistry, Biophysics, and Structural Biology",http://mcb.illinois.edu/faculty/profile/anardull/
4404,Ira Jacknis,University of California Berkeley,berkeley.edu,"Art History</li><li>History of Art</li><li>Art and Archaeology</li><li>Art History and Archaeology</li><li>History of Art and Architecture</li><li>Art, Art History and Visual Studies</li><li>Art History, Theory and Criticism</li><li>Ancient History and Mediterranean Archaeology</li><li>History and Theory of Art</li><li>Art: Art History","History of Art, Architecture, and Archaeology",http://www.berkeley.edu/directory/results?search-term=ira+jacknis
37838,Ronen Marmorstein,University of Pennsylvania,upenn.edu,"Chemistry</li><li>Chemistry and Chemical Biology</li><li>Chemistry and Biochemistry</li><li>Chemistry </li><li>Chemical Biology</li><li>Chemistry (Chemical Physics)</li><li>Environmental Chemistry and Technology</li><li>Chemistry, Physical</li><li>Organic Chemistry</li><li>Chemistry, Biochemistry",Chemistry,http://www.med.upenn.edu/apps/faculty/index.php/g5455356/p20660
11114,Caroline Bruzelius,Duke University,duke.edu,"Art History</li><li>History of Art</li><li>Art and Archaeology</li><li>Art History and Archaeology</li><li>History of Art and Architecture</li><li>Art, Art History and Visual Studies</li><li>Art History, Theory and Criticism</li><li>Ancient History and Mediterranean Archaeology</li><li>History and Theory of Art</li><li>Art: Art History","History of Art, Architecture, and Archaeology",http://aahvs.duke.edu/people/profile/caroline-bruzelius
28053,William J Higgins,University of Maryland College Park,umd.edu,"Biology</li><li>Biological Sciences</li><li>Biology: Medical Sciences, Division of</li><li>Integrative Biology</li><li>Biology, Molecular and Cellular</li><li>Biological Science</li><li>Biology, Organismic and Evolutionary</li><li>Biology </li><li>Biology: Medical Sciences</li><li>Free Radical and Radiation Biology",Biology,http://biology.umd.edu/william-higgins.html
13776,A T Look,Harvard University,harvard.edu,"Biology</li><li>Biological Sciences</li><li>Biology: Medical Sciences, Division of</li><li>Integrative Biology</li><li>Biology, Molecular and Cellular</li><li>Biological Science</li><li>Biology, Organismic and Evolutionary</li><li>Biology </li><li>Biology: Medical Sciences</li><li>Free Radical and Radiation Biology",Biology,http://www.dfhcc.harvard.edu/insider/member-detail/member/a-t-look-md/
21044,W S M Rowley,University of Iowa,uiowa.edu,"Biochemistry</li><li>Integrated Life Sciences</li><li>Molecular and Cell Biology</li><li>Biological Sciences</li><li>Molecular Biology</li><li>Genetics and Molecular Biology</li><li>Biophysics</li><li>Biochemistry, Biophysics and Molecular Biology</li><li>Biochemistry, Molecular Biology and Biophysics</li><li>Molecular, Cellular, Developmental Biology and Genetics</li><li>Comparative Pathology</li><li>Genetics, Development and Cell Biology</li><li>Biochemistry and Biophysics</li><li>Genetic, Molecular and Cell Biology</li><li>Molecular Cancer Biology</li><li>Molecular, Cellular and Developmental Biology</li><li>Chemical Physics</li><li>Molecular and Cellular Biology</li><li>Biochemistry-ALS</li><li>Biochemistry and Molecular Biology</li><li>Comparative and Molecular Biosciences</li><li>Comparative Pathobiology</li><li>Roswell Park . Cellular and Molecular Biology</li><li>Molecular, Cell, and Dev Biology","Biochemistry, Biophysics, and Structural Biology",http://www.medicine.uiowa.edu/dept_primary_apr.aspx?appointment=&id=moyerowleyw&showall=true
29220,J W Halley,University of Minnesota,umn.edu,"Physics</li><li>Physics and Astronomy</li><li>Physics (Biophysics)</li><li>Plasma Physics</li><li>Applied Physics</li><li>Applied and Engineering Physics</li><li>Physics-Biophysics</li><li>Physics, Nuclear",Physics,http://www.physics.umn.edu/people/woods.html
23896,David Hodge,Michigan State University,msu.edu,Chemical Engineering</li><li>Bioengineering</li><li>Chemical and Biological Engineering</li><li>Biomolecular Science and Engineering</li><li>Petroleum Engineering</li><li>Chemical and Biochemical Engineering</li><li>Biomolecular Chemistry</li><li>Chemical and Biomedical Engineering</li><li>Chemical and Biomolecular Engineering</li><li>Chemical and Petroleum Engineering,Chemical Engineering,http://www.egr.msu.edu/people/profile/hodgeda
13065,Eric Coleman,Florida State University,fsu.edu,Political Science</li><li>Politics</li><li>Government and Politics</li><li>Government</li><li>International Relations</li><li>Political Economy and Public Policy</li><li>Political Science and International Affairs</li><li>Political Economy and Government</li><li>International Relations and Public Administration,Political Science,http://myweb.fsu.edu/ecoleman/
47644,Stefan Leyk,University of Colorado Boulder,colorado.edu,Geography</li><li>Geodetic Science and Surveying</li><li>Geodetic Science</li><li>Geography and Geographic Information Science,Geography,http://geography.colorado.edu/people/faculty_member/leyk_stefan
42916,Xiangyu Zhang,Purdue University,purdue.edu,Computer Science</li><li>Computer and Information Science</li><li>Computer Science (Software Engineering)</li><li>Computer and Information Technology</li><li>Computer Science (Computer Networks)</li><li>Computer Science and Engineering</li><li>Computer Science and Linguistics</li><li>Computer Science (Intelligent Robotics)</li><li>Computer Science and Cognitive Science</li><li>Computer Science (Intelligent Robotics),Computer Sciences,https://www.cs.purdue.edu/homes/xyzhang/
43927,Robert M Straubinger,State University of New York Buffalo,buffalo.edu,"Pharmaceutical Sciences</li><li>Pharmacy</li><li>Industrial and Physical Pharmacy</li><li>Pharmaceutics</li><li>Pharmaceutical Economics and Policy</li><li>Social and Administrative Pharmacy</li><li>Pharmacy Practice</li><li>Social, Administrative and Clinical Pharmacy</li><li>Biopharmaceutical Sciences</li><li>Social and Administrative Sciences in Pharmacy",Pharmacy and Pharmaceutical Sciences,http://www.acsu.buffalo.edu/~rms/
50962,Scott Samuelsen,University of California Irvine,uci.edu,Mechanical Engineering</li><li>Mechanical and Aerospace Engineering</li><li>Engineering Sciences (Mechanical Engineering)</li><li>Mechanical Engineering and Materials Science</li><li>Mechanical and Aeronautical Engineering</li><li>Mechanical Science and Engineering</li><li>Mechanical Engineering and Applied Mechanics</li><li>Engineering Mechanics</li><li>Theoretical and Applied Mechanics</li><li>Engineering Sciences (Applied Mechanics),Mechanical Engineering,http://www.eng.uci.edu/users/scott-samuelsen
45856,Bert Covert,University of Colorado Boulder,colorado.edu,"Folklore and Ethnomusicology</li><li>Cultural Anthropology</li><li>Evolutionary Anthropology</li><li>Medical Anthropology</li><li>Archaeology</li><li>Anthropology and Linguistics</li><li>Anthropology and History</li><li>Social Anthropology</li><li>Anthropology and Middle Eastern Studies</li><li>Anthropology, Archeology",Anthropology,http://www.colorado.edu/anthropology/gradstudy/bert-covert
22363,Robert Shumaker,Iowa State University,iastate.edu,"Folklore and Ethnomusicology</li><li>Cultural Anthropology</li><li>Evolutionary Anthropology</li><li>Medical Anthropology</li><li>Archaeology</li><li>Anthropology and Linguistics</li><li>Anthropology and History</li><li>Social Anthropology</li><li>Anthropology and Middle Eastern Studies</li><li>Anthropology, Archeology",Anthropology,http://www.public.iastate.edu/~nscentral/mr/08/0215/ape.html
14481,James R Detert,Harvard University,harvard.edu,Business and Management: Management and Organization</li><li>Business Studies (Organizational Behavior)</li><li>Organizational Behavior - Human Resource Management</li><li>Organizations and Entrepreneurship</li><li>Organizational Behavior and Human Resource Management,Organizational Behavior and Theory,http://sociology.fas.harvard.edu/people/james-r-detert
24882,Punya Mishra,Michigan State University,msu.edu,Educational Psychology</li><li>Educational Psychology and Learning Systems</li><li>Educational Psychology and Educational Technology</li><li>Educational Technology</li><li>Education (Psychology and Technology)</li><li>School Psychology,Educational Psychology,http://education.msu.edu/search/formview.aspx?email=punya@msu.edu
18638,Matthew W Hahn,Indiana University Bloomington,indiana.edu,"Informatics</li><li>Bioinformatics</li><li>Bioinformatics and Computational Biology</li><li>Informatics and Computing</li><li>Chemistry and Bioinformatics</li><li>Informatics and Computing, Biology</li><li>Bioinformatics and System Biology",Bioinformatics,http://www.bio.indiana.edu/faculty/directory/profile.php?person=mwh
57877,Christopher M Armitage,University of North Carolina Chapel Hill,unc.edu,"English Language and Literature</li><li>Literature</li><li>Language, Reading and Culture</li><li>Languages and Cultures</li><li>Literature and Creative Writing</li><li>English</li><li>English and American Indian Studies</li><li>Language, Literacy and Culture</li><li>Literature in English",English Language and Literature,http://englishcomplit.unc.edu/people/armitagec
30076,Miki Hondzo,University of Minnesota,umn.edu,"Civil Engineering</li><li>Structural Engineering</li><li>Civil, Construction and Environmental Engineering</li><li>Civil, Structural and Environmental Engineering</li><li>Environmental Engineering</li><li>Civil and Environmental Engineering</li><li>Transportation Technology and Policy</li><li>Civil and Materials Engineering</li><li>Civil Engineering(Water Resources)</li><li>Civil Engineering(Structural Engineering)",Civil and Environmental Engineering,http://www.safl.umn.edu/researchgroup/miki-hondzo
43056,Arindam Bhattacharjee,State University of New York Buffalo,buffalo.edu,Neuroscience</li><li>Neurobiology</li><li>Neuroscience and Cognitive Science</li><li>Neurobiology and Behavior</li><li>Computational Neuroscience</li><li>Cell and Neurobiology,Neuroscience and Neurobiology,http://www.buffalo.edu/directory/find-people-detail-page.html?uid=ab68
8656,Amir Sufi,University of Chicago,uchicago.edu,"Applied Management and Decision Sciences</li><li>Business Administration</li><li>Business</li><li>Management</li><li>Administration, Leadership and Technology</li><li>Managerial Economics and Strategy</li><li>Management and Organizations</li><li>Operations Research</li><li>Operations and Information Management</li><li>Operations Research and Financial Engineering","Business Administration, Management, and Operations",http://www.lib.uchicago.edu/e/busecon/busfac/Sufi.html
33525,Wei J Ma,New York University,nyu.edu,Basic Medical Science</li><li>Medical Physics</li><li>Molecular Pathology</li><li>Center for Neural Science</li><li>Medical Pharmacology</li><li>Basic Medical Sciences</li><li>Medical Neurobiology</li><li>Medical Science</li><li>Medical Education and Biomedical Informatics</li><li>Social and Preventative Medicine,Medical Sciences,http://www.cns.nyu.edu/corefaculty/Ma.php
11325,Donald C Lo,Duke University,duke.edu,Neuroscience</li><li>Neurobiology</li><li>Neuroscience and Cognitive Science</li><li>Neurobiology and Behavior</li><li>Computational Neuroscience</li><li>Cell and Neurobiology,Neuroscience and Neurobiology,https://www.neuro.duke.edu/research/faculty-labs/lo-lab
15659,Caroline Haythornthwaite,University of Illinois at Urbana-Champaign,illinois.edu,"Education, Curriculum and Instruction</li><li>Curriculum and Instruction</li><li>Learning and Instruction</li><li>Curriculum, Instruction and Teacher Education</li><li>Instruction and Learning</li><li>Instruction and Learning, Early Intervention",Curriculum and Instruction,http://www.lis.illinois.edu/people/faculty/haythorn
56316,Steven M Parish,University of California San Diego,ucsd.edu,"Folklore and Ethnomusicology</li><li>Cultural Anthropology</li><li>Evolutionary Anthropology</li><li>Medical Anthropology</li><li>Archaeology</li><li>Anthropology and Linguistics</li><li>Anthropology and History</li><li>Social Anthropology</li><li>Anthropology and Middle Eastern Studies</li><li>Anthropology, Archeology",Anthropology,http://anthro.ucsd.edu/people/faculty/faculty-profiles/steven-parish.html
5786,Aloke Ghosh,City University of New York,cuny.edu,"Applied Management and Decision Sciences</li><li>Business Administration</li><li>Business</li><li>Management</li><li>Administration, Leadership and Technology</li><li>Managerial Economics and Strategy</li><li>Management and Organizations</li><li>Operations Research</li><li>Operations and Information Management</li><li>Operations Research and Financial Engineering","Business Administration, Management, and Operations",http://zicklin.baruch.cuny.edu/faculty/profiles/ghosh.html
12674,Tracy Lewis,Duke University,duke.edu,Economics</li><li>Applied Economics</li><li>Development</li><li>Economics and Business</li><li>Applied Economics and Management</li><li>Health Care Management and Economics</li><li>Economics and International Affairs,Economics,http://econ.duke.edu/people?Uil=tracy.lewis&subpage=profile
7581,Michael Drain,City University of New York,cuny.edu,"Chemistry</li><li>Chemistry and Chemical Biology</li><li>Chemistry and Biochemistry</li><li>Chemistry </li><li>Chemical Biology</li><li>Chemistry (Chemical Physics)</li><li>Environmental Chemistry and Technology</li><li>Chemistry, Physical</li><li>Organic Chemistry</li><li>Chemistry, Biochemistry",Chemistry,http://www.hunter.cuny.edu/chemistry/faculty/Mike/drain-group-homepage
22462,Simanta Mitra,Iowa State University,iastate.edu,Computer Science</li><li>Computer and Information Science</li><li>Computer Science (Software Engineering)</li><li>Computer and Information Technology</li><li>Computer Science (Computer Networks)</li><li>Computer Science and Engineering</li><li>Computer Science and Linguistics</li><li>Computer Science (Intelligent Robotics)</li><li>Computer Science and Cognitive Science</li><li>Computer Science (Intelligent Robotics),Computer Sciences,http://www.cs.iastate.edu/people/simanta-mitra
38735,Peter Brusilovsky,University of Pittsburgh,pitt.edu,Information and Computer Science</li><li>Information Science</li><li>Information and Library Science</li><li>Information School</li><li>Library and Information Services</li><li>Information and Library Science: Information Science</li><li>Information Studies</li><li>Library and Information Studies</li><li>Library and Information Science</li><li>Information Resources and Library Science,Library and Information Science,http://www.pitt.edu/~peterb/
55305,Jim Whitesell,University of California San Diego,ucsd.edu,"Chemistry</li><li>Chemistry and Chemical Biology</li><li>Chemistry and Biochemistry</li><li>Chemistry </li><li>Chemical Biology</li><li>Chemistry (Chemical Physics)</li><li>Environmental Chemistry and Technology</li><li>Chemistry, Physical</li><li>Organic Chemistry</li><li>Chemistry, Biochemistry",Chemistry,http://www-chem.ucsd.edu/faculty/profiles/whitesell_james_k.html
63746,Lara Ferry,University of Washington,washington.edu,"Biology</li><li>Biological Sciences</li><li>Biology: Medical Sciences, Division of</li><li>Integrative Biology</li><li>Biology, Molecular and Cellular</li><li>Biological Science</li><li>Biology, Organismic and Evolutionary</li><li>Biology </li><li>Biology: Medical Sciences</li><li>Free Radical and Radiation Biology",Biology,https://faculty.washington.edu/fishguy/Research/breathing-biomechanics.html
18439,Lawrence K Montgomery,Indiana University Bloomington,indiana.edu,"Chemistry</li><li>Chemistry and Chemical Biology</li><li>Chemistry and Biochemistry</li><li>Chemistry </li><li>Chemical Biology</li><li>Chemistry (Chemical Physics)</li><li>Environmental Chemistry and Technology</li><li>Chemistry, Physical</li><li>Organic Chemistry</li><li>Chemistry, Biochemistry",Chemistry,http://montgomery.chem.indiana.edu/
62756,Barbara Trask,University of Washington,washington.edu,Genetics</li><li>Genetics and Genomics</li><li>Molecular Genetics and Microbiology</li><li>Human Genetics</li><li>Computational Biology and Bioinformatics</li><li>Computational Molecular Biology</li><li>Genome Sciences</li><li>Molecular Genetics and Cell Biology</li><li>Genomics and Computational Biology</li><li>Molecular Genetics,Genetics and Genomics,http://depts.washington.edu/medgen/faculty/Barbara_Trask.shtml
64542,Thomas Furness,University of Washington,washington.edu,Mechanical Engineering</li><li>Mechanical and Aerospace Engineering</li><li>Engineering Sciences (Mechanical Engineering)</li><li>Mechanical Engineering and Materials Science</li><li>Mechanical and Aeronautical Engineering</li><li>Mechanical Science and Engineering</li><li>Mechanical Engineering and Applied Mechanics</li><li>Engineering Mechanics</li><li>Theoretical and Applied Mechanics</li><li>Engineering Sciences (Applied Mechanics),Mechanical Engineering,http://www.hitl.washington.edu/people/tfurness/
23669,Betsann Smith,Michigan State University,msu.edu,"Educational Policy and Administration</li><li>Education</li><li>Urban Education</li><li>Work and Human Resource Education</li><li>Educational Administration</li><li>K-12 Educational Administration</li><li>Education (Policy, Planning and Administration)</li><li>Youth Development and Agricultural Education</li><li>Work, Community and Family Education</li><li>Continuing and Vocational Ed-ED",Educational Administration and Supervision,http://education.msu.edu/search/formview.aspx?email=bas@msu.edu
49841,Trevor V Suslow,University of California Davis,ucdavis.edu,Agronomy</li><li>Plant Biology</li><li>Plant Pathology</li><li>Plant Biological Sciences</li><li>Botany and Plant Pathology</li><li>Applied Plant Sciences</li><li>Horticulture and Agronomy</li><li>Horticulture</li><li>Plant Science</li><li>Crop Sciences,Plant Sciences,http://ucfoodsafety.ucdavis.edu/Trevor_V_Suslow/
19463,William R Wyatt,Indiana University Bloomington,indiana.edu,"Health, Physical Education and Recreation</li><li>Recreation, Sport and Tourism</li><li>Recreation, Park and Leisure Studies",Leisure Studies,http://www.stat.indiana.edu/files/CV/wwyatt.pdf
63867,Marie A Brown,University of Washington,washington.edu,"Nursing Science</li><li>Nursing</li><li>Nursing Studies</li><li>Nursing and Healthcare Innovation</li><li>Environmental and Occupational Health Sciences</li><li>Nursing Research and Science</li><li>Nursing-Women, Children and Family Health Science</li><li>Women, Child and Family Health Science Nursing</li><li>Nursing Science and Theory Development</li><li>Nursing Research",Nursing,http://courses.washington.edu/mindbody/Brown.html
32193,Jennifer Baker,New York University,nyu.edu,"English Language and Literature</li><li>Literature</li><li>Language, Reading and Culture</li><li>Languages and Cultures</li><li>Literature and Creative Writing</li><li>English</li><li>English and American Indian Studies</li><li>Language, Literacy and Culture</li><li>Literature in English",English Language and Literature,http://english.fas.nyu.edu/object/JenniferBaker.html
47391,Ray A Cocco,University of Colorado Boulder,colorado.edu,Chemical Engineering</li><li>Bioengineering</li><li>Chemical and Biological Engineering</li><li>Biomolecular Science and Engineering</li><li>Petroleum Engineering</li><li>Chemical and Biochemical Engineering</li><li>Biomolecular Chemistry</li><li>Chemical and Biomedical Engineering</li><li>Chemical and Biomolecular Engineering</li><li>Chemical and Petroleum Engineering,Chemical Engineering,http://hrenya.colorado.edu/Hrenya.php?page=collaborators
59049,Joseph M Flora,University of North Carolina Chapel Hill,unc.edu,"English Language and Literature</li><li>Literature</li><li>Language, Reading and Culture</li><li>Languages and Cultures</li><li>Literature and Creative Writing</li><li>English</li><li>English and American Indian Studies</li><li>Language, Literacy and Culture</li><li>Literature in English",English Language and Literature,http://englishcomplit.unc.edu/people/floraj
63726,Kim A Woodrow,University of Washington,washington.edu,Chemical Engineering</li><li>Bioengineering</li><li>Chemical and Biological Engineering</li><li>Biomolecular Science and Engineering</li><li>Petroleum Engineering</li><li>Chemical and Biochemical Engineering</li><li>Biomolecular Chemistry</li><li>Chemical and Biomedical Engineering</li><li>Chemical and Biomolecular Engineering</li><li>Chemical and Petroleum Engineering,Chemical Engineering,http://faculty.washington.edu/woodrow/KAW_cvweb.pdf
3411,Stephen Lansing,University of Arizona,arizona.edu,"Folklore and Ethnomusicology</li><li>Cultural Anthropology</li><li>Evolutionary Anthropology</li><li>Medical Anthropology</li><li>Archaeology</li><li>Anthropology and Linguistics</li><li>Anthropology and History</li><li>Social Anthropology</li><li>Anthropology and Middle Eastern Studies</li><li>Anthropology, Archeology",Anthropology,http://anthropology.arizona.edu/user/j-stephen-lansing
13969,Bruce Bean,Harvard University,harvard.edu,"Biology</li><li>Biological Sciences</li><li>Biology: Medical Sciences, Division of</li><li>Integrative Biology</li><li>Biology, Molecular and Cellular</li><li>Biological Science</li><li>Biology, Organismic and Evolutionary</li><li>Biology </li><li>Biology: Medical Sciences</li><li>Free Radical and Radiation Biology",Biology,http://dms.hms.harvard.edu/neuroscience/fac/Bean.php
58724,Jane Hawkins,University of North Carolina Chapel Hill,unc.edu,"Mathematics</li><li>Mathematics, Statistics and Computer Science</li><li>Scientific Computation",Mathematics,http://www.unc.edu/math/Faculty/jhawkins/
981,Mark S Lussier,Arizona State University,asu.edu,"English Language and Literature</li><li>Literature</li><li>Language, Reading and Culture</li><li>Languages and Cultures</li><li>Literature and Creative Writing</li><li>English</li><li>English and American Indian Studies</li><li>Language, Literacy and Culture</li><li>Literature in English",English Language and Literature,http://english.clas.asu.edu/node/206
63668,Kari M Cooper,University of Washington,washington.edu,"Geological Sciences</li><li>Geology</li><li>Geosciences</li><li>Earth and Planetary Science</li><li>Earth and Environmental Sciences</li><li>Earth Sciences</li><li>Soil, Water and Environmental Science</li><li>Hydrology</li><li>Geophysical Sciences</li><li>Planetary Sciences</li><li>Earth and Space Sciences</li><li>Geological and Atmospheric Sciences</li><li>Soils and Biogeochemistry",Earth Sciences,http://depts.washington.edu/physpet/Publications_files/23dufek_cooper_geol.pdf
6858,James Saslow,City University of New York,cuny.edu,"Art History</li><li>History of Art</li><li>Art and Archaeology</li><li>Art History and Archaeology</li><li>History of Art and Architecture</li><li>Art, Art History and Visual Studies</li><li>Art History, Theory and Criticism</li><li>Ancient History and Mediterranean Archaeology</li><li>History and Theory of Art</li><li>Art: Art History","History of Art, Architecture, and Archaeology",http://www.gc.cuny.edu/Page-Elements/Academics-Research-Centers-Initiatives/Doctoral-Programs/Theatre/Faculty-Bios/James-Saslow
48954,Julin N Maloof,University of California Davis,ucdavis.edu,Agronomy</li><li>Plant Biology</li><li>Plant Pathology</li><li>Plant Biological Sciences</li><li>Botany and Plant Pathology</li><li>Applied Plant Sciences</li><li>Horticulture and Agronomy</li><li>Horticulture</li><li>Plant Science</li><li>Crop Sciences,Plant Sciences,http://biosci3.ucdavis.edu/Faculty/Profile/View/241
90,Anton Lawson,Arizona State University,asu.edu,"Biology</li><li>Biological Sciences</li><li>Biology: Medical Sciences, Division of</li><li>Integrative Biology</li><li>Biology, Molecular and Cellular</li><li>Biological Science</li><li>Biology, Organismic and Evolutionary</li><li>Biology </li><li>Biology: Medical Sciences</li><li>Free Radical and Radiation Biology",Biology,https://sols.asu.edu/people/anton-e-lawson
14314,Frances Kamm,Harvard University,harvard.edu,Philosophy</li><li>Logic and the Methodology of Science</li><li>Philosophy (Science Studies)</li><li>Philosophy and Cognitive Science</li><li>Philosophy in Chemical Engineering</li><li>Philosophy and Economics,Philosophy,http://philosophy.fas.harvard.edu/people/frances-kamm
46694,John Worden,University of Colorado Boulder,colorado.edu,"Oceanography</li><li>Atmospheric Sciences</li><li>Earth and Atmospheric Sciences</li><li>Earth, Atmospheric and Planetary Sciences</li><li>Earth and Ocean Sciences</li><li>Earth, Ocean and Atmospheric Science</li><li>Atmospheric and Oceanic Sciences</li><li>Ocean Sciences</li><li>Meteorology",Oceanography and Atmospheric Sciences and Meteorology,http://climate.colorado.edu/research/projects.php
11990,Louise Roth,Duke University,duke.edu,"Folklore and Ethnomusicology</li><li>Cultural Anthropology</li><li>Evolutionary Anthropology</li><li>Medical Anthropology</li><li>Archaeology</li><li>Anthropology and Linguistics</li><li>Anthropology and History</li><li>Social Anthropology</li><li>Anthropology and Middle Eastern Studies</li><li>Anthropology, Archeology",Anthropology,http://biology.duke.edu/people/v-louise-roth
46583,Jennifer F Kugel,University of Colorado Boulder,colorado.edu,"Chemistry</li><li>Chemistry and Chemical Biology</li><li>Chemistry and Biochemistry</li><li>Chemistry </li><li>Chemical Biology</li><li>Chemistry (Chemical Physics)</li><li>Environmental Chemistry and Technology</li><li>Chemistry, Physical</li><li>Organic Chemistry</li><li>Chemistry, Biochemistry",Chemistry,http://chem.colorado.edu/index.php?option=com_content&view=article&id=267:jennifer-kugel&catid=41:faculty&Itemid=93
2542,Joseph L Mills,University of Arizona,arizona.edu,"Biomedical Engineering</li><li>Biomedical Sciences</li><li>Vision Science</li><li>Biological Systems Engineering</li><li>Applied Science Engineering</li><li>Biomedical Physics</li><li>Human Centered Design and Engineering</li><li>Biomedical Informatics</li><li>Biomedical Engineering, Biomedical Imaging and Telemedicine</li><li>Biomedical Informatics and Computational Biology",Biomedical Engineering and Bioengineering,http://msrp.medicine.arizona.edu/content/joseph-l-mills-md
52182,Linda M Liau,University of California Los Angeles,ucla.edu,Medicinal Chemistry and Molecular Pharmacology</li><li>Pharmacology and Toxicology</li><li>Toxicology</li><li>Medicinal Chemistry</li><li>Molecular Pharmacology and Toxicology</li><li>Molecular and Medical Pharmacology</li><li>Pharmacology</li><li>Medicinal Chemistry and Pharmacology</li><li>Molecular and Environmental Toxicology</li><li>Human Toxicology,"Pharmacology, Toxicology and Environmental Health",http://www.bri.ucla.edu/people/linda-m-liau-md-phd
32431,Krin Gabbard,New York University,nyu.edu,"Cinema-Television (Critical Studies)</li><li>Cinema Studies</li><li>Cinema-Television (Cinema Critical Studies)</li><li>Media, Culture and Communication</li><li>Visual Studies</li><li>Media, Technology and Society</li><li>Cinema and Media Studies</li><li>Screen Cultures</li><li>Film and Media Studies</li><li>Media Arts and Technology</li><li>Film Studies",Film and Media Studies,http://steinhardt.nyu.edu/m/music/research/moving_image
21819,Joerg Schmalian,Iowa State University,iastate.edu,"Physics</li><li>Physics and Astronomy</li><li>Physics (Biophysics)</li><li>Plasma Physics</li><li>Applied Physics</li><li>Applied and Engineering Physics</li><li>Physics-Biophysics</li><li>Physics, Nuclear",Physics,http://www.news.iastate.edu/news/2011/feb/aaasmeeting11
32697,Matthieu Wyart,New York University,nyu.edu,"Physics</li><li>Physics and Astronomy</li><li>Physics (Biophysics)</li><li>Plasma Physics</li><li>Applied Physics</li><li>Applied and Engineering Physics</li><li>Physics-Biophysics</li><li>Physics, Nuclear",Physics,https://shanghai.nyu.edu/research/physics/faculty/matthieu-wyart
67338,Rockwell T Mackie,University of Wisconsin Madison,wisc.edu,Basic Medical Science</li><li>Medical Physics</li><li>Molecular Pathology</li><li>Center for Neural Science</li><li>Medical Pharmacology</li><li>Basic Medical Sciences</li><li>Medical Neurobiology</li><li>Medical Science</li><li>Medical Education and Biomedical Informatics</li><li>Social and Preventative Medicine,Medical Sciences,http://www.medphysics.wisc.edu/directory/mackie.php
4086,David K Leonard,University of California Berkeley,berkeley.edu,Political Science</li><li>Politics</li><li>Government and Politics</li><li>Government</li><li>International Relations</li><li>Political Economy and Public Policy</li><li>Political Science and International Affairs</li><li>Political Economy and Government</li><li>International Relations and Public Administration,Political Science,http://polisci.berkeley.edu/people/person/david-leonard
30812,Thomas J Hummel,University of Minnesota,umn.edu,Educational Psychology</li><li>Educational Psychology and Learning Systems</li><li>Educational Psychology and Educational Technology</li><li>Educational Technology</li><li>Education (Psychology and Technology)</li><li>School Psychology,Educational Psychology,http://www.cehd.umn.edu/EdPsych/people/Faculty/Hummel.html
19770,Craig A Kletzing,University of Iowa,uiowa.edu,"Physics</li><li>Physics and Astronomy</li><li>Physics (Biophysics)</li><li>Plasma Physics</li><li>Applied Physics</li><li>Applied and Engineering Physics</li><li>Physics-Biophysics</li><li>Physics, Nuclear",Physics,http://www.physics.uiowa.edu/people/craig-kletzing
